code departement,ABCDE_H,ABCDE_F,ABCDE,ABC_FR,ABC_E,ABC_2649,ABC_DUR2,ABC_25,A_F
01,196,199,395,245,107,235,66,55,90
01,214,196,410,264,111,234,74,68,91
01,235,208,443,264,127,253,70,59,116
01,302,292,594,445,88,301,85,106,144
01,308,302,610,441,89,306,102,105,135
01,360,302,662,482,101,333,123,107,141
01,362,336,698,460,204,449,126,52,243
01,376,351,727,507,174,435,123,72,248
01,411,405,816,580,182,519,139,84,263
01,414,444,858,604,179,533,156,81,285
01,447,436,883,674,109,444,146,147,206
01,463,441,904,710,100,469,136,145,190
01,479,425,904,611,244,576,190,77,295
01,503,482,985,684,233,626,187,77,346
01,510,464,974,752,117,504,161,153,230
01,725,923,1648,1184,271,869,256,256,476
01,745,887,1632,1230,249,874,258,299,484
01,810,953,1763,1256,295,907,267,302,503
01,1553,1378,2931,1700,945,1632,447,402,673
01,1571,1435,3006,1677,997,1636,495,413,706
01,1680,1453,3133,1758,1065,1664,512,466,741
01,2443,2339,4782,3065,1081,2441,715,678,1208
01,2512,2396,4908,3282,1069,2576,810,786,1208
01,2622,2406,5028,3171,1155,2554,780,727,1278
02,229,227,456,,,246,58,84,144
02,232,214,446,392,13,227,64,80,134
02,244,224,468,404,20,262,69,66,142
02,580,676,1256,1064,121,662,187,246,381
02,594,681,1275,1060,128,678,192,229,363
02,611,694,1305,1082,140,693,175,228,384
02,645,626,1271,1081,37,621,170,232,387
02,674,606,1280,1088,27,587,195,267,402
02,693,610,1303,1124,23,633,190,250,388
02,752,799,1551,1314,81,782,230,259,444
02,788,850,1638,1351,80,792,224,257,485
02,794,843,1637,1378,70,804,241,300,505
02,947,907,1854,1614,72,946,265,309,509
02,964,938,1902,1639,69,947,277,318,524
02,975,914,1889,1694,47,973,267,345,546
02,1102,1185,2287,1641,403,1227,365,337,666
02,1116,1200,2316,1583,418,1188,357,329,667
02,1146,1215,2361,1732,355,1265,404,345,677
02,1998,1765,3763,2907,350,1894,564,584,1046
02,2032,1845,3877,3025,386,1973,568,600,1138
02,2060,1847,3907,3034,318,1980,542,606,1082
02,2227,2021,4248,3081,704,2181,631,611,1165
02,2281,2029,4310,3178,698,2225,574,633,1176
02,2290,2037,4327,3113,789,2241,675,623,1266
02,4106,3766,7872,6634,577,4083,1128,1488,2295
02,4164,3806,7970,6641,593,4178,1073,1377,2245
02,4223,3827,8050,6831,558,4206,1088,1555,2238
03,1330,1180,2510,1940,284,1244,389,420,659
03,1354,1172,2526,1927,268,1237,364,437,619
03,1412,1250,2662,2103,234,1337,365,451,680
03,1615,1681,3296,2482,489,1579,451,525,860
03,1647,1650,3297,2495,465,1591,479,514,884
03,1659,1667,3326,2516,465,1618,469,533,886
03,2127,2160,4287,3484,453,2199,589,692,1185
03,2159,2231,4390,3545,427,2239,657,668,1200
03,2176,2105,4281,3456,455,2127,621,728,1151
03,2212,2253,4465,3632,463,2285,611,713,1223
03,2245,2330,4575,3699,435,2325,676,691,1245
03,2265,2194,4459,3605,465,2215,647,749,1187
03,2269,2409,4678,3610,616,2254,639,765,1224
03,2305,2374,4679,3598,603,2238,663,756,1263
03,2339,2401,4740,3662,600,2334,677,762,1274
03,2460,2530,4990,4092,477,2502,696,822,1339
03,2495,2606,5101,4168,443,2537,749,805,1380
03,2525,2475,5000,4075,481,2450,722,843,1324
04,891,990,1881,1438,246,983,274,247,562
04,932,983,1915,1472,256,992,318,285,569
04,939,1005,1944,1461,246,963,274,267,529
04,1501,1476,2977,2224,457,1564,439,428,836
04,1514,1434,2948,2146,501,1511,464,424,788
04,1559,1493,3052,2214,487,1560,426,395,822
05,1816,2003,3819,2908,402,1911,593,565,935
05,1875,2080,3955,3088,352,2016,625,568,987
05,1989,2022,4011,3031,447,2021,587,608,967
06,218,244,462,348,57,237,80,77,147
06,222,241,463,344,59,233,73,82,137
06,224,235,459,331,64,226,84,75,135
06,517,593,1110,869,120,560,196,182,319
06,539,605,1144,880,132,573,200,181,329
06,544,618,1162,920,131,602,214,172,345
06,840,870,1710,1267,196,787,240,186,488
06,856,948,1804,1343,186,817,276,215,498
06,888,889,1777,1333,198,811,244,216,500
06,1631,1745,3376,2333,613,1703,437,367,1003
06,1736,1805,3541,2519,630,1829,512,408,1105
06,1775,1824,3599,2442,664,1799,521,384,1079
06,2567,2798,5365,3783,911,2615,787,703,1594
06,2642,2931,5573,3990,957,2785,890,769,1729
06,2702,2901,5603,3939,912,2683,841,801,1689
06,7401,7696,15097,10809,2890,7719,2187,1751,4659
06,7502,7938,15440,11197,2940,8099,2157,1786,4902
06,8038,8346,16384,11551,3210,8337,2465,1949,5372
06,21007,20342,41349,26292,10668,21881,5989,4611,12275
06,21230,20539,41769,26592,10727,22077,6054,4666,12381
06,21992,20676,42668,27853,10858,23141,6536,5031,12842
06,22261,20900,43161,28214,10940,23375,6623,5121,12970
06,22329,21822,44151,28444,10971,23302,6378,4943,13088
06,22856,21632,44488,28191,11533,23463,7126,5350,13505
06,23084,21847,44931,28518,11589,23673,7204,5409,13635
06,23363,22206,45569,30167,11131,24601,6980,5400,13676
06,24272,23227,47499,30476,11861,24958,7587,5736,14386
07,470,470,940,668,117,425,126,152,245
07,482,471,953,701,111,447,144,155,241
07,508,490,998,728,123,454,137,190,260
07,563,537,1100,813,204,564,142,189,315
07,599,568,1167,832,236,615,187,190,305
07,638,621,1259,919,229,672,184,224,328
07,870,893,1763,1403,228,948,288,271,498
07,898,910,1808,1425,237,947,261,260,530
07,918,934,1852,1444,210,920,256,297,492
07,1126,1045,2171,1618,394,1165,314,363,583
07,1226,1101,2327,1704,408,1227,312,365,589
07,1260,1132,2392,1803,441,1290,384,402,645
08,373,410,783,686,12,377,113,110,200
08,386,456,842,750,8,410,119,122,236
08,390,418,808,703,14,403,145,121,207
08,1345,1117,2462,2120,138,1319,393,351,650
08,1357,1125,2482,2175,135,1316,364,357,676
08,1363,1109,2472,2089,141,1268,365,372,644
08,3191,2683,5874,4863,543,3217,861,857,1602
08,3191,2756,5947,4882,563,3255,852,851,1660
08,3254,2752,6006,4913,594,3312,867,855,1692
09,360,394,754,620,73,396,114,98,229
09,385,402,787,641,86,420,114,105,242
09,404,413,817,639,82,405,115,116,227
09,589,606,1195,862,171,621,166,169,342
09,615,618,1233,912,172,625,180,188,352
09,634,630,1264,911,202,662,207,193,358
09,948,1128,2076,1526,284,1060,353,321,651
09,977,1188,2165,1558,298,1074,327,354,654
09,983,1086,2069,1499,282,1000,297,350,605
10,293,361,654,486,111,345,95,93,207
10,307,367,674,510,108,351,79,96,221
10,345,377,722,535,120,383,123,101,218
10,619,741,1360,1053,151,729,202,181,405
10,642,752,1394,1081,180,748,202,228,426
10,653,778,1431,1094,168,765,241,191,442
10,1036,1083,2119,1619,315,1095,308,324,690
10,1082,1153,2235,1690,352,1196,347,316,760
10,1089,1134,2223,1696,325,1170,377,327,736
10,4741,4581,9322,6906,1470,4991,1371,1515,2782
10,4854,4625,9479,7014,1544,5042,1364,1608,2856
10,4865,4755,9620,7177,1507,5254,1460,1561,2952
10,6006,5805,11811,8625,1995,6335,1715,1823,3532
10,6128,5894,12022,8801,2091,6428,1679,1959,3616
10,6143,6006,12149,8934,2042,6613,1844,1904,3763
11,492,589,1081,828,130,531,166,146,324
11,535,531,1066,869,88,505,142,163,281
11,538,551,1089,821,141,504,126,169,287
11,541,602,1143,865,112,519,177,166,342
11,560,524,1084,879,93,512,162,173,301
11,606,588,1194,980,81,557,187,211,323
11,2958,3170,6128,4235,1112,3001,803,842,1842
11,3081,3264,6345,4435,1154,3109,847,918,1953
11,3096,3336,6432,4558,1105,3168,954,912,1956
11,3715,4063,7778,5989,808,3758,1102,1181,2345
11,3816,4009,7825,6086,804,3913,1129,1153,2406
11,3825,4007,7832,6132,823,3798,1041,1215,2406
12,437,561,998,693,183,542,167,137,249
12,454,534,988,693,156,526,151,142,246
12,516,553,1069,806,114,508,161,140,262
12,525,565,1090,751,184,563,158,158,254
12,555,599,1154,859,135,530,158,189,271
12,586,568,1154,871,122,521,159,183,295
13,207,178,385,270,85,194,43,52,116
13,210,178,388,262,90,192,63,49,107
13,216,159,375,253,87,194,57,39,96
13,538,581,1119,934,51,537,167,198,336
13,553,577,1130,939,60,567,180,176,325
13,556,557,1113,937,57,568,158,172,311
13,990,868,1858,1246,458,927,243,249,496
13,1002,893,1895,1288,466,942,246,266,503
13,1022,1055,2077,1367,475,1072,291,272,590
13,1023,1025,2048,1334,478,1025,288,274,550
13,1024,933,1957,1322,480,992,281,256,497
13,1024,1149,2173,1777,168,1109,380,359,591
13,1043,1030,2073,1680,222,1025,340,333,599
13,1051,1156,2207,1846,164,1193,373,355,600
13,1062,1068,2130,1448,461,1048,309,328,571
